column,rank,value,count
playlistUrl,3,https://open.spotify.com/playlist/3DCOqBWj1h1pjHu441Wwhb,1000
playlistUrl,4,https://open.spotify.com/playlist/3nb82KbbUANZL28xMDgj9F,1000
playlistUrl,5,https://open.spotify.com/playlist/18WBB7uEkRUk5zL55iIvbi,1000
playlistUrl,6,https://open.spotify.com/playlist/3uUDbouMUzcpFFSdlzeLem,1000
playlistUrl,7,https://open.spotify.com/playlist/5TntJWkjK6r3whdE2tfRF7,1000
playlistUrl,8,https://open.spotify.com/playlist/1qoRbqjerZAWy1JYxh4WYc,1000
playlistUrl,9,https://open.spotify.com/playlist/3Ajb3gkOLdcMbk6QrJfNYe,1000
playlistUrl,10,https://open.spotify.com/playlist/4mnyT9P3zdbdk13jHd3jBr,1000
playlistUrl,11,https://open.spotify.com/playlist/27bzGnWkZwpeLy5ppR34FU,1000
playlistUrl,12,https://open.spotify.com/playlist/02CnkayYl248wEub9gDeD9,1000
playlistUrl,13,https://open.spotify.com/playlist/0bRk474nApLnWeA2U7WMgu,1000
playlistUrl,14,https://open.spotify.com/playlist/5xBqH6hK8N8eQhJjsIYb0r,1000
playlistUrl,15,https://open.spotify.com/playlist/32i36X3KDvN9h1GgQYGutJ,1000
playlistUrl,16,https://open.spotify.com/playlist/44czFyJa9pGCHakyo5sYGD,1000
playlistUrl,17,https://open.spotify.com/playlist/4adObaJwzT2faPqmXUODLr,1000
playlistUrl,18,https://open.spotify.com/playlist/7ciXha49yl0pRP5JxFBGpM,1000
playlistUrl,19,https://open.spotify.com/playlist/3HoD9sAn8bkJ7iXTBh60Fe,1000
playlistUrl,20,https://open.spotify.com/playlist/1y1ZxCPZFVwynvQItCMZHU,1000
playlistUrl,21,https://open.spotify.com/playlist/6GXBw4Y5T77dhX4XvCIbtp,1000
playlistUrl,22,https://open.spotify.com/playlist/3zEZzlDdwfiPsUaI4M6bgx,1000
playlistUrl,23,https://open.spotify.com/playlist/4XsJzh2HvyUsZkNCqucmJd,1000
playlistUrl,24,https://open.spotify.com/playlist/6hxCcONJsp2ht5yOll8GWn,1000
playlistUrl,25,https://open.spotify.com/playlist/2oyA3JCLleqfQ5GBMNGmso,1000
playlistUrl,26,https://open.spotify.com/playlist/34yhmcStgwNCYdKZtfQMPW,1000
playlistUrl,27,https://open.spotify.com/playlist/5NELZ2tP428zwGxQ2XgeSo,1000
playlistUrl,28,https://open.spotify.com/playlist/5jEU3ul9s8cCAv3s2o0Dje,1000
playlistUrl,29,https://open.spotify.com/playlist/0uEXhUPAWyETYo8tfKvddX,1000
playlistUrl,30,https://open.spotify.com/playlist/4gB37CyAdCbncsxN9lkWUc,1000
playlistUrl,31,https://open.spotify.com/playlist/6MHVjouCgTnyW0hz5F8AGb,1000
playlistUrl,32,https://open.spotify.com/playlist/1nWLPC8FjOn0qqcqN2qjo1,1000
playlistUrl,33,https://open.spotify.com/playlist/1NclHW0kPP6noz1W8rfe6u,1000
playlistUrl,34,https://open.spotify.com/playlist/6XwlbBHdcyfE0gC5qaNd6M,1000
playlistUrl,35,https://open.spotify.com/playlist/4toT0yI43PvgTPhbFPHkv2,1000
playlistUrl,36,https://open.spotify.com/playlist/1QNuuvFzJMBsqKHph5PyZp,1000
playlistUrl,37,https://open.spotify.com/playlist/3AGmkuDxOiBYwxqhdCZ8b3,1000
playlistUrl,38,https://open.spotify.com/playlist/491tqzAWrNUO8qn5iXQ9jy,1000
playlistUrl,39,https://open.spotify.com/playlist/6JTHVCLtUSVUwxqoFXKqC3,1000
playlistUrl,40,https://open.spotify.com/playlist/2EGSaBuNHzfsXYVhBpEQ2J,1000
playlistUrl,41,https://open.spotify.com/playlist/1gENxBJhe4Y3u7HQMObOIa,999
playlistUrl,42,https://open.spotify.com/playlist/5M4VmaCyTAH8PzuenD4ekc,999
playlistUrl,43,https://open.spotify.com/playlist/1YiZzeg1fhsITsxei0GU7U,999
playlistUrl,44,https://open.spotify.com/playlist/7Ad61TEE5PHcPyiYR9XBMj,999
playlistUrl,45,https://open.spotify.com/playlist/6oyw6pUwc0hWJKqYhtU3ZG,999
playlistUrl,46,https://open.spotify.com/playlist/7JchDXtsexnUSBnwnoy1Hx,999
playlistUrl,47,https://open.spotify.com/playlist/0ittbAxespheEoSmOjvdKm,999
playlistUrl,48,https://open.spotify.com/playlist/3bvIJQz5LZeKVyXmgJPuu5,998
playlistUrl,49,https://open.spotify.com/playlist/4lx4G2oij84baTkGBEpw9k,998
playlistUrl,50,https://open.spotify.com/playlist/198gDvZWgomIbZCsYB3JuV,998
uri,1,spotify:playlist:3yOcBiQI9LmZjhwLHaFMb1,1000
uri,2,spotify:playlist:2z1auUTY8vcjVwAt45qI5f,1000
uri,3,spotify:playlist:3DCOqBWj1h1pjHu441Wwhb,1000
uri,4,spotify:playlist:3nb82KbbUANZL28xMDgj9F,1000
uri,5,spotify:playlist:18WBB7uEkRUk5zL55iIvbi,1000
uri,6,spotify:playlist:3uUDbouMUzcpFFSdlzeLem,1000
uri,7,spotify:playlist:5TntJWkjK6r3whdE2tfRF7,1000
uri,8,spotify:playlist:1qoRbqjerZAWy1JYxh4WYc,1000
uri,9,spotify:playlist:3Ajb3gkOLdcMbk6QrJfNYe,1000
uri,10,spotify:playlist:4mnyT9P3zdbdk13jHd3jBr,1000
uri,11,spotify:playlist:27bzGnWkZwpeLy5ppR34FU,1000
uri,12,spotify:playlist:02CnkayYl248wEub9gDeD9,1000
uri,13,spotify:playlist:0bRk474nApLnWeA2U7WMgu,1000
uri,14,spotify:playlist:5xBqH6hK8N8eQhJjsIYb0r,1000
uri,15,spotify:playlist:32i36X3KDvN9h1GgQYGutJ,1000
uri,16,spotify:playlist:44czFyJa9pGCHakyo5sYGD,1000
uri,17,spotify:playlist:4adObaJwzT2faPqmXUODLr,1000
uri,18,spotify:playlist:7ciXha49yl0pRP5JxFBGpM,1000
uri,19,spotify:playlist:3HoD9sAn8bkJ7iXTBh60Fe,1000
uri,20,spotify:playlist:1y1ZxCPZFVwynvQItCMZHU,1000
uri,21,spotify:playlist:6GXBw4Y5T77dhX4XvCIbtp,1000
uri,22,spotify:playlist:3zEZzlDdwfiPsUaI4M6bgx,1000
uri,23,spotify:playlist:4XsJzh2HvyUsZkNCqucmJd,1000
uri,24,spotify:playlist:6hxCcONJsp2ht5yOll8GWn,1000
uri,25,spotify:playlist:2oyA3JCLleqfQ5GBMNGmso,1000
uri,26,spotify:playlist:34yhmcStgwNCYdKZtfQMPW,1000
uri,27,spotify:playlist:5NELZ2tP428zwGxQ2XgeSo,1000
uri,28,spotify:playlist:5jEU3ul9s8cCAv3s2o0Dje,1000
uri,29,spotify:playlist:0uEXhUPAWyETYo8tfKvddX,1000
uri,30,spotify:playlist:4gB37CyAdCbncsxN9lkWUc,1000
uri,31,spotify:playlist:6MHVjouCgTnyW0hz5F8AGb,1000
uri,32,spotify:playlist:1nWLPC8FjOn0qqcqN2qjo1,1000
uri,33,spotify:playlist:1NclHW0kPP6noz1W8rfe6u,1000
uri,34,spotify:playlist:6XwlbBHdcyfE0gC5qaNd6M,1000
uri,35,spotify:playlist:4toT0yI43PvgTPhbFPHkv2,1000
uri,36,spotify:playlist:1QNuuvFzJMBsqKHph5PyZp,1000
uri,37,spotify:playlist:3AGmkuDxOiBYwxqhdCZ8b3,1000
uri,38,spotify:playlist:491tqzAWrNUO8qn5iXQ9jy,1000
uri,39,spotify:playlist:6JTHVCLtUSVUwxqoFXKqC3,1000
uri,40,spotify:playlist:2EGSaBuNHzfsXYVhBpEQ2J,1000
uri,41,spotify:playlist:1gENxBJhe4Y3u7HQMObOIa,999
uri,42,spotify:playlist:5M4VmaCyTAH8PzuenD4ekc,999
uri,43,spotify:playlist:1YiZzeg1fhsITsxei0GU7U,999
uri,44,spotify:playlist:7Ad61TEE5PHcPyiYR9XBMj,999
uri,45,spotify:playlist:6oyw6pUwc0hWJKqYhtU3ZG,999
uri,46,spotify:playlist:7JchDXtsexnUSBnwnoy1Hx,999
uri,47,spotify:playlist:0ittbAxespheEoSmOjvdKm,999
uri,48,spotify:playlist:3bvIJQz5LZeKVyXmgJPuu5,998
uri,49,spotify:playlist:4lx4G2oij84baTkGBEpw9k,998
uri,50,spotify:playlist:198gDvZWgomIbZCsYB3JuV,998
timestamp,1,2026-03-20T02:22:45.539940,1000
timestamp,2,2026-03-20T02:22:53.931881,1000
timestamp,3,2026-03-20T02:23:11.435233,1000
timestamp,4,2026-03-20T02:23:20.914696,1000
timestamp,5,2026-03-20T02:23:52.712738,1000
timestamp,6,2026-03-20T02:24:10.266099,1000
timestamp,7,2026-03-20T02:25:32.593044,1000
timestamp,8,2026-03-20T02:25:32.110880,1000
timestamp,9,2026-03-20T02:26:18.657737,1000
timestamp,10,2026-03-20T02:27:02.479230,1000
timestamp,11,2026-03-20T02:28:01.674729,1000
timestamp,12,2026-03-20T02:28:07.141957,1000
timestamp,13,2026-03-20T02:28:08.363144,1000
timestamp,14,2026-03-20T02:28:12.993498,1000
timestamp,15,2026-03-20T02:28:32.454330,1000
timestamp,16,2026-03-20T02:29:21.792688,1000
timestamp,17,2026-03-20T02:29:52.183433,1000
timestamp,18,2026-03-20T02:29:53.761163,1000
timestamp,19,2026-03-20T02:30:05.031775,1000
timestamp,20,2026-03-20T02:30:34.402489,1000
timestamp,21,2026-03-20T02:30:43.705147,1000
timestamp,22,2026-03-20T02:31:09.687298,1000
timestamp,23,2026-03-20T02:31:10.844961,1000
timestamp,24,2026-03-20T02:31:57.565570,1000
timestamp,25,2026-03-20T02:32:21.396334,1000
timestamp,26,2026-03-20T02:33:23.065174,1000
timestamp,27,2026-03-20T02:33:58.641565,1000
timestamp,28,2026-03-20T02:34:20.761131,1000
timestamp,29,2026-03-20T02:34:51.974196,1000
timestamp,30,2026-03-20T02:35:05.482399,1000
timestamp,31,2026-03-20T02:36:11.830969,1000
timestamp,32,2026-03-20T02:36:55.615406,1000
timestamp,33,2026-03-20T02:37:31.792030,1000
timestamp,34,2026-03-20T02:38:06.672713,1000
timestamp,35,2026-03-20T02:38:09.957711,1000
timestamp,36,2026-03-20T02:39:02.310201,1000
timestamp,37,2026-03-20T02:39:09.333952,1000
timestamp,38,2026-03-20T02:39:23.993168,1000
timestamp,39,2026-03-20T02:39:34.471384,1000
timestamp,40,2026-03-20T02:40:55.423638,1000
timestamp,41,2026-03-20T02:25:53.380451,999
timestamp,42,2026-03-20T02:26:04.208567,999
timestamp,43,2026-03-20T02:27:19.752513,999
timestamp,44,2026-03-20T02:27:58.862724,999
timestamp,45,2026-03-20T02:33:08.104120,999
timestamp,46,2026-03-20T02:34:58.068157,999
timestamp,47,2026-03-20T02:35:48.641412,999
timestamp,48,2026-03-20T02:24:38.752164,998
timestamp,49,2026-03-20T02:24:49.516380,998
timestamp,50,2026-03-20T02:27:49.892047,998
trackIndex,1,1,641
trackIndex,2,2,641
trackIndex,3,3,641
trackIndex,4,4,639
trackIndex,5,5,638
trackIndex,6,6,638
trackIndex,7,7,637
trackIndex,8,8,635
trackIndex,9,9,631
trackIndex,10,10,629
trackIndex,11,11,628
trackIndex,12,12,625
trackIndex,13,13,623
trackIndex,14,14,618
trackIndex,15,15,612
trackIndex,16,16,608
trackIndex,17,17,604
trackIndex,18,18,602
trackIndex,19,19,599
trackIndex,20,20,596
trackIndex,21,21,596
trackIndex,22,22,588
trackIndex,23,23,585
trackIndex,24,24,582
trackIndex,25,25,578
trackIndex,26,26,572
trackIndex,27,27,571
trackIndex,28,28,567
trackIndex,29,29,564
trackIndex,30,30,558
trackIndex,31,31,553
trackIndex,32,32,550
trackIndex,33,33,548
trackIndex,34,34,546
trackIndex,35,35,539
trackIndex,36,36,533
trackIndex,37,37,530
trackIndex,38,38,523
trackIndex,39,39,519
trackIndex,40,40,516
trackIndex,41,41,508
trackIndex,42,42,504
trackIndex,43,43,497
trackIndex,44,44,494
trackIndex,45,45,493
trackIndex,46,46,489
trackIndex,47,47,487
trackIndex,48,48,486
trackIndex,49,49,479
trackIndex,50,50,475
trackName,1,Funeral,916
trackName,2,Home,112
trackName,3,Amazing Grace,91
trackName,4,Stay,80
trackName,5,Runaway,78
trackName,6,Creep,77
trackName,7,Heaven,76
trackName,8,Numb,69
trackName,9,Monster,67
trackName,10,Hallelujah,64
trackName,11,Forever,63
trackName,12,Iris,63
trackName,13,Hold On,60
trackName,14,Memories,60
trackName,15,The Night We Met,58
trackName,16,No Surprises,57
trackName,17,Angel,56
trackName,18,Moonlight,55
trackName,19,My Way,53
trackName,20,Wish You Were Here,53
trackName,21,See You Again (feat. Charlie Puth),52
trackName,22,Ride,52
trackName,23,I Hate Everything About You,51
trackName,24,Lose Control,51
trackName,25,Heartless,50
trackName,26,Yellow,49
trackName,27,Sweater Weather,49
trackName,28,Lost,49
trackName,29,Mr. Brightside,49
trackName,30,Pain,48
trackName,31,All I Want,48
trackName,32,Let Down,48
trackName,33,Zombie,48
trackName,34,All I Need,48
trackName,35,Ghost,47
trackName,36,In My Room,47
trackName,37,Homecoming,47
trackName,38,Flashing Lights,47
trackName,39,505,47
trackName,40,Smells Like Teen Spirit,47
trackName,41,Bring Me To Life,47
trackName,42,Money Trees,47
trackName,43,Come a Little Closer,47
trackName,44,Fourth of July,46
trackName,45,See You Again (feat. Kali Uchis),46
trackName,46,Poison,46
trackName,47,Everlong,45
trackName,48,Insane,45
trackName,49,Hurricane,44
trackName,50,How to Save a Life,44
trackId,1,3rJDsZjIaCfJQSqRUvl0BM,307
trackId,2,4GvdsVns332wQ3JsWAg2OV,286
trackId,3,1cXbqxstF4p2EMysm18xZN,272
trackId,4,10nyNJ6zNy2YVYLrcwLccB,54
trackId,5,70LcF31zb1H0PyJoS1Sx1r,50
trackId,6,6Qyc6fS4DsZjB2mRW9DsQs,47
trackId,7,2fuYa3Lx06QQJAm0MjztKr,46
trackId,8,7KA4W4McWYRpgf0fWsJZWB,46
trackId,9,0COqiPhxzoWICwFCS4eZcp,45
trackId,10,3AJwUDP919kvQ9QcozQPxg,44
trackId,11,5fVZC9GiM4e8vu99W0Xf6J,43
trackId,12,5UWwZ5lm5PKu6eKsHAGxOk,43
trackId,13,0d28khcov6AiegSCpG5TuT,42
trackId,14,5Qnrgqy1pAm9GyNQOgyVFz,41
trackId,15,4VuS959DSpr82t3qBqCrWG,41
trackId,16,2QjOHCTQ1Jl3zawyYOpxh6,41
trackId,17,7j31rVgGX9Q2blT92VBEA0,40
trackId,18,2JzZzZUQj3Qff7wapcbKjc,39
trackId,19,75JFxkI2RXiU7L9VXzMkle,39
trackId,20,5FVd6KXrgO9B3JPmC8OPst,38
trackId,21,51c94ac31swyDQj9B3Lzs3,38
trackId,22,60a0Rd6pjrkxjPbaKzXjfq,37
trackId,23,3DK6m7It6Pw857FcQftMds,37
trackId,24,2LMkwUfqC6S6s6qDVlEuzV,36
trackId,25,5XeFesFbtLpXzIVDNQP22n,36
trackId,26,7D0RhFcb3CrfPuTJ0obrod,35
trackId,27,5TRPicyLGbAF2LGBFbHGvO,35
trackId,28,2DlHlPMa4M17kufBvI2lEN,35
trackId,29,6Jv7kjGkhY2fT4yuBF3aTz,34
trackId,30,6IZvVAP7VPPnsGX6bvgkqg,34
trackId,31,3sNVsP50132BTNlImLx70i,34
trackId,32,3xKsf9qdS1CyvXSMEid6g8,34
trackId,33,58ge6dfP91o9oXMzq3XkIS,33
trackId,34,6K4t31amVTZDgR3sKmwUJJ,33
trackId,35,5TxRUOsGeWeRl3xOML59Ai,33
trackId,36,40riOy7x9W7GXjyGp4pjAv,33
trackId,37,3CRDbSIZ4r5MsZ0YwxuEkn,33
trackId,38,3qhlB30KknSejmIvZZLjOD,32
trackId,39,2nLtzopw4rPReszdYBJU6h,32
trackId,40,56sk7jBpZV0CD31G9hEU3b,31
trackId,41,1IT0WQk5J8NsaeII8ktdlZ,31
trackId,42,5Qv2Nby1xTr9pQyjkrc94J,31
trackId,43,0z1o5L7HJx562xZSATcIpY,31
trackId,44,6L89mwZXSOwYl76YXfX13s,31
trackId,45,1G391cbiT3v3Cywg8T7DM1,31
trackId,46,2PpruBYCo4H7WOBJ7Q2EwM,31
trackId,47,4EWCNWgDS8707fNSZ1oaA5,31
trackId,48,003vvx7Niy0yvhvHt4a68B,31
trackId,49,3ZffCQKLFLUvYM59XKLbVm,30
trackId,50,3GYlZ7tbxLOxe6ewMNVTkw,30
trackArtists,1,Phoebe Bridgers,1099
trackArtists,2,$uicideboy$,959
trackArtists,3,Drake,877
trackArtists,4,Kanye West,829
trackArtists,5,Radiohead,802
trackArtists,6,Kendrick Lamar,670
trackArtists,7,Billie Eilish,650
trackArtists,8,My Chemical Romance,623
trackArtists,9,Taylor Swift,588
trackArtists,10,Three Days Grace,572
trackArtists,11,Nirvana,550
trackArtists,12,Deftones,520
trackArtists,13,Mac Miller,497
trackArtists,14,Arctic Monkeys,487
trackArtists,15,Lil Uzi Vert,477
trackArtists,16,Lana Del Rey,464
trackArtists,17,Pierce The Veil,449
trackArtists,18,"Tyler, The Creator",447
trackArtists,19,Metallica,441
trackArtists,20,The Smiths,427
trackArtists,21,Linkin Park,419
trackArtists,22,Frank Ocean,419
trackArtists,23,Travis Scott,405
trackArtists,24,The Beatles,399
trackArtists,25,Green Day,394
trackArtists,26,System Of A Down,390
trackArtists,27,Coldplay,383
trackArtists,28,Mitski,379
trackArtists,29,Panic! At The Disco,374
trackArtists,30,Twenty One Pilots,371
trackArtists,31,Eminem,366
trackArtists,32,J. Cole,365
trackArtists,33,The Weeknd,355
trackArtists,34,Playboi Carti,355
trackArtists,35,XXXTENTACION,352
trackArtists,36,Juice WRLD,343
trackArtists,37,Lil Peep,340
trackArtists,38,Harry Styles,333
trackArtists,39,Paramore,333
trackArtists,40,Fall Out Boy,332
trackArtists,41,Lady Gaga,329
trackArtists,42,Childish Gambino,314
trackArtists,43,Korn,306
trackArtists,44,The Neighbourhood,304
trackArtists,45,Mac DeMarco,290
trackArtists,46,Olivia Rodrigo,285
trackArtists,47,funeral,281
trackArtists,48,Joji,278
trackArtists,49,Future,272
trackArtists,50,Ed Sheeran,270
trackArtistIds,1,1r1uxoy19fzMxunt3ONAkG,1099
trackArtistIds,2,1VPmR4DJC1PlOtd0IADAO0,959
trackArtistIds,3,3TVXtAsR1Inumwj472S9r4,877
trackArtistIds,4,5K4W6rqBFWDnAN6FQUkS6x,829
trackArtistIds,5,4Z8W4fKeB5YxbusRsdQVPb,802
trackArtistIds,6,2YZyLoL8N0Wb9xBt1NhZWg,670
trackArtistIds,7,6qqNVTkY8uBg9cP3Jd7DAH,650
trackArtistIds,8,7FBcuc1gsnv6Y1nwFtNRCb,623
trackArtistIds,9,06HL4z0CvFAxyc27GXpf02,588
trackArtistIds,10,2xiIXseIJcq3nG7C8fHeBj,572
trackArtistIds,11,6olE6TJLqED3rqDCT0FyPh,550
trackArtistIds,12,6Ghvu1VvMGScGpOUJBAHNH,520
trackArtistIds,13,4LLpKhyESsyAXpc4laK94U,497
trackArtistIds,14,7Ln80lUS6He07XvHI8qqHH,487
trackArtistIds,15,4O15NlyKLIASxsJ0PrXPfz,477
trackArtistIds,16,00FQb4jTyendYWaN8pK0wa,464
trackArtistIds,17,4iJLPqClelZOBCBifm8Fzv,449
trackArtistIds,18,4V8LLVI7PbaPR0K2TGSxFF,447
trackArtistIds,19,2ye2Wgw4gimLv2eAKyk1NB,441
trackArtistIds,20,3yY2gUcIsjMr8hjo51PoJ8,427
trackArtistIds,21,6XyY86QOPPrYVGvF9ch6wz,419
trackArtistIds,22,2h93pZq0e7k5yf4dywlkpM,419
trackArtistIds,23,0Y5tJX1MQlPlqiwlOH1tJY,405
trackArtistIds,24,3WrFJ7ztbogyGnTHbHJFl2,399
trackArtistIds,25,7oPftvlwr6VrsViSDV7fJY,394
trackArtistIds,26,5eAWCfyUhZtHHtBdNk56l1,390
trackArtistIds,27,4gzpq5DPGxSnKTe4SA8HAU,383
trackArtistIds,28,2uYWxilOVlUdk4oV9DvwqK,379
trackArtistIds,29,20JZFwl6HVl6yg8a4H3ZqK,374
trackArtistIds,30,3YQKmKGau1PzlVlkL1iodx,371
trackArtistIds,31,7dGJo4pcD2V6oG8kP0tJRR,366
trackArtistIds,32,6l3HvQ5sa6mXTsMTB19rO5,365
trackArtistIds,33,1Xyo4u8uXC1ZmMpatF05PJ,355
trackArtistIds,34,699OTQXzgjhIYAHMy9RyPD,355
trackArtistIds,35,15UsOTVnJzReFVN1VCnxy4,352
trackArtistIds,36,4MCBfE4596Uoi2O4DtmEMz,343
trackArtistIds,37,2kCcBybjl3SAtIcwdWpUe3,340
trackArtistIds,38,6KImCVD70vtIoJWnq6nGn3,333
trackArtistIds,39,74XFHRwlV6OrjEM0A2NCMF,333
trackArtistIds,40,4UXqAaa6dQYAk18Lv7PEgX,332
trackArtistIds,41,1HY2Jd0NmPuamShAr6KMms,329
trackArtistIds,42,73sIBHcqh3Z3NyqHKZ7FOL,314
trackArtistIds,43,3RNrq3jvMZxD9ZyoOZbQOD,306
trackArtistIds,44,77SW9BnxLY8rJ0RciFqkHh,304
trackArtistIds,45,3Sz7ZnJQBIHsXLUSo0OQtM,290
trackArtistIds,46,1McMsnEElThX1knmY4oliG,285
trackArtistIds,47,3f0Mhz0oXmnsnehuEGTrfd,281
trackArtistIds,48,3MZsBdqDrRTJihTHQrO6Dq,278
trackArtistIds,49,1RyvyyTE3xzB2ZywiAwp0i,272
trackArtistIds,50,6eUKZXaKkcviH0Ku9w2n3V,270
plays,1,0,1072
plays,2,199701923,612
plays,3,4204508,273
plays,4,2776276196,60
plays,5,1294184878,58
plays,6,3211138474,54
plays,7,2359677705,53
plays,8,717820053,53
plays,9,3654308392,51
plays,10,1201126532,50
plays,11,3082179988,49
plays,12,1896457551,48
plays,13,1679696390,47
plays,14,2170878217,47
plays,15,2730587366,46
plays,16,2839420059,46
plays,17,637590546,45
plays,18,4466800225,45
plays,19,1663376735,45
plays,20,3651197385,44
plays,21,1668961980,44
plays,22,2286508190,42
plays,23,3396194453,42
plays,24,1280277635,42
plays,25,1973534328,42
plays,26,840548187,41
plays,27,2787564581,41
plays,28,2917895798,41
plays,29,2049080333,40
plays,30,1971291391,40
plays,31,2813509609,40
plays,32,2660330367,39
plays,33,718582208,39
plays,34,1230562969,39
plays,35,2391614221,39
plays,36,1950572376,38
plays,37,3673923614,38
plays,38,3067959744,38
plays,39,1731446328,38
plays,40,3094376021,38
plays,41,1003401793,37
plays,42,2554607765,37
plays,43,1113632042,37
plays,44,1152254812,37
plays,45,1127395504,37
plays,46,1029338650,36
plays,47,1103391021,36
plays,48,2336710161,36
plays,49,3371539322,36
plays,50,1978299479,35
trackDuration,1,232373,618
trackDuration,2,222256,273
trackDuration,3,180000,183
trackDuration,4,192000,153
trackDuration,5,144000,122
trackDuration,6,160000,118
trackDuration,7,240000,98
trackDuration,8,178000,85
trackDuration,9,120000,82
trackDuration,10,204000,82
trackDuration,11,256000,78
trackDuration,12,217000,76
trackDuration,13,224000,73
trackDuration,14,266773,70
trackDuration,15,229120,69
trackDuration,16,231400,68
trackDuration,17,156000,68
trackDuration,18,168000,64
trackDuration,19,262533,62
trackDuration,20,212000,62
trackDuration,21,231480,61
trackDuration,22,238640,61
trackDuration,23,237506,61
trackDuration,24,211000,61
trackDuration,25,219333,60
trackDuration,26,214400,60
trackDuration,27,216880,60
trackDuration,28,230400,59
trackDuration,29,289533,58
trackDuration,30,208000,57
trackDuration,31,193000,57
trackDuration,32,200000,56
trackDuration,33,280000,56
trackDuration,34,235893,55
trackDuration,35,186000,55
trackDuration,36,180386,55
trackDuration,37,229525,54
trackDuration,38,150000,54
trackDuration,39,216000,54
trackDuration,40,217866,53
trackDuration,41,152000,52
trackDuration,42,153600,52
trackDuration,43,240400,51
trackDuration,44,177000,51
trackDuration,45,227093,50
trackDuration,46,170000,50
trackDuration,47,203506,50
trackDuration,48,142000,49
trackDuration,49,216320,49
trackDuration,50,234093,49
albumName,1,Greatest Hits,383
albumName,2,Stranger in the Alps,376
albumName,3,Stranger in the Alps (Deluxe Edition),318
albumName,4,Funeral,287
albumName,5,Graduation,251
albumName,6,Insane,237
albumName,7,OK Computer,223
albumName,8,Blonde,220
albumName,9,AM,203
albumName,10,Don't look back,201
albumName,11,DAMN.,197
albumName,12,IGOR,184
albumName,13,"good kid, m.A.A.d city (Deluxe)",177
albumName,14,My Beautiful Dark Twisted Fantasy,175
albumName,15,One-X,170
albumName,16,Nevermind (Remastered),170
albumName,17,Collide With The Sky,165
albumName,18,The Black Parade,164
albumName,19,ASTROWORLD,164
albumName,20,Mr. Morale & The Big Steppers,162
albumName,21,MUSIC,160
albumName,22,channel ORANGE,148
albumName,23,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",147
albumName,24,The Life Of Pablo,147
albumName,25,To Pimp A Butterfly,146
albumName,26,Late Registration,144
albumName,27,Certified Lover Boy,144
albumName,28,Toxicity,142
albumName,29,The College Dropout,141
albumName,30,Three Cheers for Sweet Revenge,139
albumName,31,CHROMAKOPIA,138
albumName,32,HIT ME HARD AND SOFT,137
albumName,33,Whole Lotta Red,137
albumName,34,Blurryface,137
albumName,35,Her Loss,136
albumName,36,SOUR,134
albumName,37,Take Care (Deluxe),134
albumName,38,Happier Than Ever,133
albumName,39,GNX,132
albumName,40,Cigarettes After Sex,132
albumName,41,Views,130
albumName,42,The Rise and Fall of a Midwest Princess,130
albumName,43,Weezer,130
albumName,44,Currents,129
albumName,45,UTOPIA,128
albumName,46,?,127
albumName,47,Die Lit,126
albumName,48,songs,125
albumName,49,17,123
albumName,50,Luv Is Rage 2,122
albumId,1,0qWcLfCZ8wtcoOdX14oGNI,355
albumId,2,5rcJ5xCMYYLCgGilFDKRZl,312
albumId,3,0T7PCmREdhRHHUFCkdojyw,272
albumId,4,7aNcGD0ENizhbEgt9GBiDY,226
albumId,5,3mH6qwIy9crq0I9YQbOuDf,220
albumId,6,6dVIqQ8qmQ5GBnJ9shOYGE,212
albumId,7,16bywctLJ3do55VVNzia1M,201
albumId,8,78bpIziExqiI9qztvNFlQu,196
albumId,9,4SZko61aMnmgvNhfhgTuD3,195
albumId,10,4eLPsYPBmXABThSJ821sqY,194
albumId,11,5zi7WsKlIiUXv09tbGLKsE,184
albumId,12,20r762YmB5HeofjMCiPMLv,175
albumId,13,0FZK97MXMm5mUQ8mtudjuK,164
albumId,14,41GuZcammIkupMPKH2OJ6I,162
albumId,15,661Hz0qJK8WIp7vAWsqKvk,160
albumId,16,0fSfkmx0tdPqFYkJuNX74a,160
albumId,17,3DGQ1iZ9XKUQxAUWjfC34w,159
albumId,18,392p3shh2jkxUxY2VHvlH8,148
albumId,19,0S0KGZnfBGSIssfF54WSJh,147
albumId,20,7ycBtnsMtyVbbwTfJwRjSP,145
albumId,21,7gsWAHLeT0w7es6FofOXk1,145
albumId,22,3SpBlxme9WbeQdI9kx7KAV,144
albumId,23,3DuiGV3J09SUhvp8gqNx8h,139
albumId,24,0U28P0QVB1QRxpqp5IHOlH,138
albumId,25,7aJuG4TFXa2hmE4z1yxc3n,137
albumId,26,3cQO7jp5S9qLBoIVtbkSM1,137
albumId,27,2QRedhP5RmKJiJ1i8VgDGR,136
albumId,28,5MS3MvWHJ3lOZPLiMxzOU6,136
albumId,29,4Uv86qWpGTxf7fU7lG5X6F,135
albumId,30,4ZDwEvXIKxWdwhAQK8ndBU,134
albumId,31,5ll74bqtkcXlKE7wwkMq4g,134
albumId,32,6jWde94ln40epKIQCd8XUh,134
albumId,33,6s84u2TUpR3wdUv4NgKA2j,134
albumId,34,2guirTSEqLizK7j9i1MTTZ,134
albumId,35,6X1x82kppWZmDzlXXK3y3q,131
albumId,36,0JGOiO34nwfUdDrD612dOp,129
